,B,C,D,E
7921,49.49056286,"6,453",branch-load-misses,-44.16%
7922,49.49056286,"23,22,05,486",cycles,-54.80%
7923,49.49056286,"80,13,52,344",instructions              #    3.45  insn per cycle,-65.44%
7924,49.56574644,"5,936",branch-misses,-60.05%
7925,49.56574644,"17,326",cache-misses,-68.08%
7926,49.56574644,"2,57,36,508",L1-dcache-load-misses,-68.08%
7927,49.56574644,"11,695",L1-icache-load-misses,-68.08%
7928,49.56574644,710,dTLB-load-misses,-68.08%
7929,49.56574644,491,dTLB-store-misses,-71.86%
7930,49.56574644,39,iTLB-load-misses,-42.57%
7931,49.56574644,"2,419",LLC-load-misses,-42.56%
7932,49.56574644,"2,588",LLC-store-misses,-38.78%
7933,49.56574644,"5,856",branch-load-misses,-44.10%
7934,49.56574644,"23,22,63,825",cycles,-49.42%
7935,49.56574644,"79,98,66,054",instructions              #    3.44  insn per cycle,-54.74%
7936,49.64092163,"18,753",branch-misses,-67.64%
7937,49.64092163,"16,473",cache-misses,-78.28%
7938,49.64092163,"2,54,47,725",L1-dcache-load-misses,-83.60%
7939,49.64092163,"12,314",L1-icache-load-misses,-84.04%
7940,49.64092163,715,dTLB-load-misses,-84.04%
7941,49.64092163,513,dTLB-store-misses,-80.25%
7942,49.64092163,55,iTLB-load-misses,-21.72%
7943,49.64092163,"2,255",LLC-load-misses,-21.28%
7944,49.64092163,"2,242",LLC-store-misses,-25.06%
7945,49.64092163,"18,972",branch-load-misses,-35.70%
7946,49.64092163,"23,22,56,400",cycles,-46.34%
7947,49.64092163,"80,47,95,464",instructions              #    3.47  insn per cycle,-56.99%
7948,49.71609028,"17,586",branch-misses,-68.50%
7949,49.71609028,"15,256",cache-misses,-73.82%
7950,49.71609028,"2,53,13,839",L1-dcache-load-misses,-68.50%
7951,49.71609028,"11,846",L1-icache-load-misses,-68.07%
7952,49.71609028,668,dTLB-load-misses,-68.07%
7953,49.71609028,552,dTLB-store-misses,-68.08%
7954,49.71609028,30,iTLB-load-misses,-42.13%
7955,49.71609028,"2,189",LLC-load-misses,-42.57%
7956,49.71609028,"2,332",LLC-store-misses,-42.57%
7957,49.71609028,"17,697",branch-load-misses,-52.55%
7958,49.71609028,"23,22,27,301",cycles,-57.87%
7959,49.71609028,"80,28,70,043",instructions              #    3.46  insn per cycle,-63.19%
7960,49.79127188,"14,621",branch-misses,-59.19%
7961,49.79127188,"1,55,350",cache-misses,-69.84%
7962,49.79127188,"2,53,29,148",L1-dcache-load-misses,-75.15%
7963,49.79127188,"6,013",L1-icache-load-misses,-80.48%
7964,49.79127188,"1,059",dTLB-load-misses,-84.04%
7965,49.79127188,267,dTLB-store-misses,-84.04%
7966,49.79127188,23,iTLB-load-misses,-30.17%
7967,49.79127188,"3,311",LLC-load-misses,-24.85%
7968,49.79127188,0,LLC-store-misses,-21.28%
7969,49.79127188,"13,180",branch-load-misses,-27.26%
7970,49.79127188,"23,22,74,983",cycles,-37.90%
7971,49.79127188,"87,77,34,066",instructions              #    3.78  insn per cycle,-48.54%
7972,49.86646043,"12,860",branch-misses,-76.96%
7973,49.86646043,"20,530",cache-misses,-82.28%
7974,49.86646043,"2,56,14,733",L1-dcache-load-misses,-76.96%
7975,49.86646043,"5,009",L1-icache-load-misses,-71.64%
7976,49.86646043,"1,073",dTLB-load-misses,-68.08%
7977,49.86646043,205,dTLB-store-misses,-68.08%
7978,49.86646043,17,iTLB-load-misses,-33.68%
7979,49.86646043,"3,321",LLC-load-misses,-38.99%
7980,49.86646043,4,LLC-store-misses,-42.56%
7981,49.86646043,"12,920",branch-load-misses,-53.20%
7982,49.86646043,"23,22,54,143",cycles,-63.84%
7983,49.86646043,"90,14,81,479",instructions              #    3.88  insn per cycle,-71.65%
7984,49.94163733,"12,653",branch-misses,-57.43%
7985,49.94163733,"20,765",cache-misses,-68.07%
7986,49.94163733,"2,55,85,713",L1-dcache-load-misses,-68.07%
7987,49.94163733,"4,495",L1-icache-load-misses,-72.01%
7988,49.94163733,"1,031",dTLB-load-misses,-77.33%
7989,49.94163733,163,dTLB-store-misses,-82.65%
7990,49.94163733,31,iTLB-load-misses,-38.64%
7991,49.94163733,"3,448",LLC-load-misses,-33.32%
7992,49.94163733,0,LLC-store-misses,-28.00%
7993,49.94163733,"12,943",branch-load-misses,-33.32%
7994,49.94163733,"23,22,40,789",cycles,-38.64%
7995,49.94163733,"90,16,37,451",instructions              #    3.88  insn per cycle,-46.79%
7996,50.01682546,"13,274",branch-misses,-78.42%
7997,50.01682546,"21,522",cache-misses,-84.04%
7998,50.01682546,"2,55,97,831",L1-dcache-load-misses,-84.04%
7999,50.01682546,"3,889",L1-icache-load-misses,-80.11%
8000,50.01682546,"1,008",dTLB-load-misses,-74.79%
8001,50.01682546,182,dTLB-store-misses,-69.47%
8002,50.01682546,43,iTLB-load-misses,-25.21%
8003,50.01682546,"3,619",LLC-load-misses,-30.53%
8004,50.01682546,0,LLC-store-misses,-35.84%
8005,50.01682546,"12,886",branch-load-misses,-46.48%
8006,50.01682546,"23,22,87,806",cycles,-57.12%
8007,50.01682546,"90,04,95,123",instructions              #    3.88  insn per cycle,-67.76%
8008,50.0919691,"13,038",branch-misses,-57.72%
8009,50.0919691,"20,233",cache-misses,-68.06%
8010,50.0919691,"2,56,11,036",L1-dcache-load-misses,-68.06%
8011,50.0919691,"4,347",L1-icache-load-misses,-68.06%
8012,50.0919691,"1,033",dTLB-load-misses,-68.89%
8013,50.0919691,156,dTLB-store-misses,-74.21%
8014,50.0919691,30,iTLB-load-misses,-42.59%
8015,50.0919691,"3,316",LLC-load-misses,-41.76%
8016,50.0919691,2,LLC-store-misses,-36.44%
8017,50.0919691,"12,671",branch-load-misses,-41.76%
8018,50.0919691,"23,21,64,212",cycles,-47.09%
8019,50.0919691,"90,05,81,984",instructions              #    3.88  insn per cycle,-52.41%
8020,50.16715324,"12,796",branch-misses,-70.00%
8021,50.16715324,"18,873",cache-misses,-80.64%
8022,50.16715324,"2,55,93,675",L1-dcache-load-misses,-84.04%
8023,50.16715324,"4,165",L1-icache-load-misses,-84.04%
8024,50.16715324,977,dTLB-load-misses,-83.21%
8025,50.16715324,177,dTLB-store-misses,-77.89%
8026,50.16715324,28,iTLB-load-misses,-21.28%
8027,50.16715324,"3,406",LLC-load-misses,-22.11%
8028,50.16715324,7,LLC-store-misses,-27.42%
8029,50.16715324,"13,330",branch-load-misses,-38.06%
8030,50.16715324,"23,22,65,931",cycles,-48.70%
8031,50.16715324,"90,08,91,321",instructions              #    3.88  insn per cycle,-59.34%
8032,50.24233477,"12,927",branch-misses,-66.15%
8033,50.24233477,"20,470",cache-misses,-71.48%
8034,50.24233477,"2,55,88,455",L1-dcache-load-misses,-68.08%
8035,50.24233477,"4,174",L1-icache-load-misses,-68.08%
8036,50.24233477,"1,019",dTLB-load-misses,-68.08%
8037,50.24233477,196,dTLB-store-misses,-68.08%
8038,50.24233477,30,iTLB-load-misses,-42.56%
8039,50.24233477,"3,352",LLC-load-misses,-42.56%
8040,50.24233477,0,LLC-store-misses,-42.56%
8041,50.24233477,"12,628",branch-load-misses,-50.21%
8042,50.24233477,"23,22,66,203",cycles,-55.53%
8043,50.24233477,"90,12,79,397",instructions              #    3.88  insn per cycle,-60.85%
8044,50.31752147,"21,116",branch-misses,-61.53%
8045,50.31752147,"57,344",cache-misses,-72.17%
8046,50.31752147,"2,58,28,081",L1-dcache-load-misses,-77.48%
8047,50.31752147,"4,903",L1-icache-load-misses,-82.81%
8048,50.31752147,"2,271",dTLB-load-misses,-84.04%
8049,50.31752147,188,dTLB-store-misses,-84.04%
8050,50.31752147,43,iTLB-load-misses,-27.84%
8051,50.31752147,"3,805",LLC-load-misses,-22.52%
8052,50.31752147,0,LLC-store-misses,-21.28%
8053,50.31752147,"13,040",branch-load-misses,-29.59%
8054,50.31752147,"23,23,02,220",cycles,-40.23%
8055,50.31752147,"89,33,70,503",instructions              #    3.85  insn per cycle,-50.87%
8056,50.3927008,"19,069",branch-misses,-74.62%
8057,50.3927008,"49,003",cache-misses,-79.95%
8058,50.3927008,"2,58,01,023",L1-dcache-load-misses,-74.63%
8059,50.3927008,"4,213",L1-icache-load-misses,-69.31%
8060,50.3927008,"1,448",dTLB-load-misses,-68.08%
8061,50.3927008,201,dTLB-store-misses,-68.08%
8062,50.3927008,27,iTLB-load-misses,-36.01%
8063,50.3927008,"6,942",LLC-load-misses,-41.33%
8064,50.3927008,0,LLC-store-misses,-42.57%
8065,50.3927008,"19,544",branch-load-misses,-53.21%
8066,50.3927008,"23,22,54,617",cycles,-63.85%
8067,50.3927008,"80,07,51,257",instructions              #    3.45  insn per cycle,-69.32%
8068,50.46784181,"12,265",branch-misses,-57.41%
8069,50.46784181,"31,765",cache-misses,-68.06%
8070,50.46784181,"2,56,92,006",L1-dcache-load-misses,-69.06%
8071,50.46784181,"4,097",L1-icache-load-misses,-74.38%
8072,50.46784181,962,dTLB-load-misses,-79.71%
8073,50.46784181,167,dTLB-store-misses,-84.03%
8074,50.46784181,33,iTLB-load-misses,-36.27%
8075,50.46784181,"4,039",LLC-load-misses,-30.94%
8076,50.46784181,0,LLC-store-misses,-25.62%
8077,50.46784181,"12,021",branch-load-misses,-30.94%
8078,50.46784181,"23,21,54,741",cycles,-36.27%
8079,50.46784181,"79,90,37,701",instructions              #    3.44  insn per cycle,-46.77%
8080,50.54300961,"9,518",branch-misses,-78.71%
8081,50.54300961,"25,340",cache-misses,-84.03%
8082,50.54300961,"2,58,37,032",L1-dcache-load-misses,-83.03%
8083,50.54300961,"4,209",L1-icache-load-misses,-77.71%
8084,50.54300961,736,dTLB-load-misses,-72.39%
8085,50.54300961,217,dTLB-store-misses,-68.07%
8086,50.54300961,28,iTLB-load-misses,-27.61%
8087,50.54300961,"3,258",LLC-load-misses,-32.92%
8088,50.54300961,0,LLC-store-misses,-38.24%
8089,50.54300961,"9,722",branch-load-misses,-48.88%
8090,50.54300961,"23,22,30,084",cycles,-59.53%
8091,50.54300961,"80,17,29,926",instructions              #    3.45  insn per cycle,-70.17%
8092,50.61817465,"8,088",branch-misses,-57.42%
8093,50.61817465,"21,560",cache-misses,-68.07%
8094,50.61817465,"2,58,36,210",L1-dcache-load-misses,-68.07%
8095,50.61817465,"4,147",L1-icache-load-misses,-68.07%
8096,50.61817465,656,dTLB-load-misses,-71.29%
8097,50.61817465,157,dTLB-store-misses,-76.61%
8098,50.61817465,23,iTLB-load-misses,-42.58%
8099,50.61817465,"2,743",LLC-load-misses,-39.36%
8100,50.61817465,0,LLC-store-misses,-34.04%
8101,50.61817465,"8,010",branch-load-misses,-39.36%
8102,50.61817465,"23,22,13,633",cycles,-44.68%
8103,50.61817465,"80,10,74,529",instructions              #    3.45  insn per cycle,-50.00%
8104,50.6933508,"6,829",branch-misses,-72.39%
8105,50.6933508,"20,244",cache-misses,-83.03%
8106,50.6933508,"2,58,34,420",L1-dcache-load-misses,-84.04%
8107,50.6933508,"4,188",L1-icache-load-misses,-84.04%
8108,50.6933508,584,dTLB-load-misses,-80.82%
8109,50.6933508,169,dTLB-store-misses,-75.50%
8110,50.6933508,32,iTLB-load-misses,-21.29%
8111,50.6933508,"2,591",LLC-load-misses,-24.50%
8112,50.6933508,0,LLC-store-misses,-29.82%
8113,50.6933508,"7,111",branch-load-misses,-40.46%
8114,50.6933508,"23,22,53,652",cycles,-51.10%
8115,50.6933508,"80,20,25,294",instructions              #    3.45  insn per cycle,-61.74%
8116,50.76852773,"10,473",branch-misses,-63.75%
8117,50.76852773,"1,44,891",cache-misses,-69.08%
8118,50.76852773,"2,57,68,046",L1-dcache-load-misses,-68.07%
8119,50.76852773,"4,042",L1-icache-load-misses,-68.08%
8120,50.76852773,921,dTLB-load-misses,-68.08%
8121,50.76852773,156,dTLB-store-misses,-68.16%
8122,50.76852773,28,iTLB-load-misses,-42.57%
8123,50.76852773,"3,007",LLC-load-misses,-42.56%
8124,50.76852773,0,LLC-store-misses,-42.48%
8125,50.76852773,"9,639",branch-load-misses,-47.81%
8126,50.76852773,"23,22,67,788",cycles,-53.13%
8127,50.76852773,"85,84,86,852",instructions              #    3.70  insn per cycle,-58.45%
8129,50.8437125,"13,082",branch-misses,-63.93%
8130,50.8437125,"20,748",cache-misses,-74.57%
8131,50.8437125,"2,58,67,890",L1-dcache-load-misses,-79.89%
8132,50.8437125,"4,670",L1-icache-load-misses,-84.04%
8133,50.8437125,953,dTLB-load-misses,-84.04%
8134,50.8437125,170,dTLB-store-misses,-83.96%
8135,50.8437125,47,iTLB-load-misses,-25.43%
8136,50.8437125,"3,825",LLC-load-misses,-21.28%
8137,50.8437125,18,LLC-store-misses,-21.35%
8138,50.8437125,"13,130",branch-load-misses,-31.99%
8139,50.8437125,"23,22,22,421",cycles,-42.63%
8140,50.8437125,"90,28,17,550",instructions              #    3.89  insn per cycle,-53.28%
8141,50.91889263,"12,743",branch-misses,-72.22%
8142,50.91889263,"19,920",cache-misses,-77.54%
8143,50.91889263,"2,58,24,355",L1-dcache-load-misses,-72.22%
8144,50.91889263,"4,464",L1-icache-load-misses,-68.08%
8145,50.91889263,884,dTLB-load-misses,-68.08%
8146,50.91889263,199,dTLB-store-misses,-68.08%
8147,50.91889263,33,iTLB-load-misses,-38.41%
8148,50.91889263,"3,486",LLC-load-misses,-42.56%
8149,50.91889263,0,LLC-store-misses,-42.56%
8150,50.91889263,"12,666",branch-load-misses,-53.20%
8151,50.91889263,"23,22,73,283",cycles,-61.59%
8152,50.91889263,"90,06,78,558",instructions              #    3.88  insn per cycle,-66.91%
8153,50.99406462,"12,900",branch-misses,-57.43%
8154,50.99406462,"21,269",cache-misses,-68.07%
8155,50.99406462,"2,58,69,525",L1-dcache-load-misses,-71.44%
8156,50.99406462,"4,490",L1-icache-load-misses,-76.76%
8157,50.99406462,938,dTLB-load-misses,-82.08%
8158,50.99406462,179,dTLB-store-misses,-84.04%
8159,50.99406462,32,iTLB-load-misses,-33.89%
8160,50.99406462,"3,503",LLC-load-misses,-28.57%
8161,50.99406462,0,LLC-store-misses,-23.25%
8162,50.99406462,"12,978",branch-load-misses,-28.57%
8163,50.99406462,"23,22,04,362",cycles,-36.14%
8164,50.99406462,"90,22,37,260",instructions              #    3.89  insn per cycle,-46.78%
8165,51.06923565,"12,542",branch-misses,-78.71%
8166,51.06923565,"21,179",cache-misses,-84.03%
8167,51.06923565,"2,58,79,817",L1-dcache-load-misses,-80.67%
8168,51.06923565,"4,286",L1-icache-load-misses,-75.35%
8169,51.06923565,876,dTLB-load-misses,-70.03%
8170,51.06923565,224,dTLB-store-misses,-68.08%
8171,51.06923565,20,iTLB-load-misses,-29.97%
8172,51.06923565,"3,491",LLC-load-misses,-35.29%
8173,51.06923565,0,LLC-store-misses,-40.61%
8174,51.06923565,"12,596",branch-load-misses,-51.25%
8175,51.06923565,"23,22,53,192",cycles,-61.89%
8176,51.06923565,"90,31,66,929",instructions              #    3.89  insn per cycle,-72.53%
8177,51.14439361,"12,543",branch-misses,-57.43%
8178,51.14439361,"19,959",cache-misses,-68.07%
8179,51.14439361,"2,58,97,310",L1-dcache-load-misses,-68.07%
8180,51.14439361,"4,341",L1-icache-load-misses,-68.33%
8181,51.14439361,902,dTLB-load-misses,-73.65%
8182,51.14439361,153,dTLB-store-misses,-78.97%
8183,51.14439361,40,iTLB-load-misses,-42.32%
8184,51.14439361,"3,602",LLC-load-misses,-37.00%
8185,51.14439361,0,LLC-store-misses,-31.68%
8186,51.14439361,"12,434",branch-load-misses,-37.00%
8187,51.14439361,"23,22,34,472",cycles,-42.32%
8188,51.14439361,"90,31,21,474",instructions              #    3.89  insn per cycle,-47.65%
8189,51.21957537,"12,498",branch-misses,-74.75%
8190,51.21957537,"19,971",cache-misses,-84.04%
8191,51.21957537,"2,58,90,860",L1-dcache-load-misses,-84.04%
8192,51.21957537,"3,949",L1-icache-load-misses,-83.78%
8193,51.21957537,904,dTLB-load-misses,-78.46%
8194,51.21957537,172,dTLB-store-misses,-73.14%
8195,51.21957537,27,iTLB-load-misses,-21.54%
8196,51.21957537,"3,511",LLC-load-misses,-26.86%
8197,51.21957537,0,LLC-store-misses,-32.17%
8198,51.21957537,"12,374",branch-load-misses,-42.81%
8199,51.21957537,"23,22,53,956",cycles,-53.46%
8200,51.21957537,"90,33,51,587",instructions              #    3.89  insn per cycle,-64.10%
8201,51.29474667,"12,489",branch-misses,-61.39%
8202,51.29474667,"18,806",cache-misses,-68.07%
8203,51.29474667,"2,58,91,754",L1-dcache-load-misses,-68.07%
8204,51.29474667,"4,201",L1-icache-load-misses,-68.07%
8205,51.29474667,834,dTLB-load-misses,-68.07%
8206,51.29474667,157,dTLB-store-misses,-70.53%
8207,51.29474667,32,iTLB-load-misses,-42.57%
8208,51.29474667,"3,695",LLC-load-misses,-42.57%
8209,51.29474667,0,LLC-store-misses,-40.12%
8210,51.29474667,"12,422",branch-load-misses,-45.44%
8211,51.29474667,"23,22,41,711",cycles,-50.76%
8212,51.29474667,"90,35,92,096",instructions              #    3.89  insn per cycle,-56.08%
8213,51.36993152,"12,764",branch-misses,-66.30%
8214,51.36993152,"17,065",cache-misses,-76.94%
8215,51.36993152,"2,58,77,786",L1-dcache-load-misses,-82.26%
8216,51.36993152,"4,301",L1-icache-load-misses,-84.04%
8217,51.36993152,841,dTLB-load-misses,-84.04%
8218,51.36993152,163,dTLB-store-misses,-81.59%
8219,51.36993152,39,iTLB-load-misses,-23.07%
8220,51.36993152,"3,392",LLC-load-misses,-21.28%
8221,51.36993152,0,LLC-store-misses,-23.73%
8222,51.36993152,"12,648",branch-load-misses,-34.37%
8223,51.36993152,"23,22,87,453",cycles,-45.01%
8224,51.36993152,"90,25,73,091",instructions              #    3.89  insn per cycle,-55.65%
8225,51.44510099,"12,604",branch-misses,-69.85%
8226,51.44510099,"16,241",cache-misses,-75.17%
8227,51.44510099,"2,58,89,062",L1-dcache-load-misses,-69.84%
8228,51.44510099,"4,545",L1-icache-load-misses,-68.07%
8229,51.44510099,852,dTLB-load-misses,-68.07%
8230,51.44510099,195,dTLB-store-misses,-68.07%
8231,51.44510099,26,iTLB-load-misses,-40.79%
8232,51.44510099,"3,504",LLC-load-misses,-42.57%
8233,51.44510099,2,LLC-store-misses,-42.57%
8234,51.44510099,"12,508",branch-load-misses,-53.21%
8235,51.44510099,"23,22,13,874",cycles,-59.22%
8236,51.44510099,"90,35,52,032",instructions              #    3.89  insn per cycle,-64.54%
8237,51.52027212,"12,574",branch-misses,-57.86%
8238,51.52027212,"17,413",cache-misses,-68.50%
8239,51.52027212,"2,58,96,224",L1-dcache-load-misses,-73.82%
8240,51.52027212,"4,251",L1-icache-load-misses,-79.15%
8241,51.52027212,831,dTLB-load-misses,-84.04%
8242,51.52027212,166,dTLB-store-misses,-84.04%
8243,51.52027212,28,iTLB-load-misses,-31.50%
8244,51.52027212,"3,383",LLC-load-misses,-26.18%
8245,51.52027212,0,LLC-store-misses,-21.28%
8246,51.52027212,"12,418",branch-load-misses,-26.60%
8247,51.52027212,"23,22,69,565",cycles,-36.56%
8248,51.52027212,"90,37,57,401",instructions              #    3.89  insn per cycle,-47.20%
8249,51.59544745,"12,701",branch-misses,-78.28%
8250,51.59544745,"16,770",cache-misses,-83.60%
8251,51.59544745,"2,59,02,723",L1-dcache-load-misses,-78.28%
8252,51.59544745,"4,021",L1-icache-load-misses,-72.96%
8253,51.59544745,865,dTLB-load-misses,-68.08%
8254,51.59544745,196,dTLB-store-misses,-68.08%
8255,51.59544745,30,iTLB-load-misses,-32.35%
8256,51.59544745,"3,472",LLC-load-misses,-37.67%
8257,51.59544745,0,LLC-store-misses,-42.57%
8258,51.59544745,"12,748",branch-load-misses,-53.21%
8259,51.59544745,"23,22,65,079",cycles,-63.85%
8260,51.59544745,"90,35,41,515",instructions              #    3.89  insn per cycle,-72.97%
8261,51.67061879,"12,629",branch-misses,-57.43%
8262,51.67061879,"16,953",cache-misses,-68.07%
8263,51.67061879,"2,58,80,562",L1-dcache-load-misses,-68.07%
8264,51.67061879,"4,171",L1-icache-load-misses,-70.70%
8265,51.67061879,843,dTLB-load-misses,-76.02%
8266,51.67061879,164,dTLB-store-misses,-81.34%
8267,51.67061879,45,iTLB-load-misses,-39.95%
8268,51.67061879,"3,358",LLC-load-misses,-34.63%
8269,51.67061879,0,LLC-store-misses,-29.31%
8270,51.67061879,"12,663",branch-load-misses,-34.63%
8271,51.67061879,"23,22,40,927",cycles,-39.95%
8272,51.67061879,"90,30,03,225",instructions              #    3.89  insn per cycle,-46.79%
8273,51.74578851,"12,727",branch-misses,-77.13%
8274,51.74578851,"17,354",cache-misses,-84.03%
8275,51.74578851,"2,58,94,110",L1-dcache-load-misses,-84.03%
8276,51.74578851,"4,338",L1-icache-load-misses,-81.41%
8277,51.74578851,839,dTLB-load-misses,-76.09%
8278,51.74578851,175,dTLB-store-misses,-70.77%
8279,51.74578851,33,iTLB-load-misses,-23.91%
8280,51.74578851,"3,414",LLC-load-misses,-29.23%
8281,51.74578851,0,LLC-store-misses,-34.55%
8282,51.74578851,"12,604",branch-load-misses,-45.19%
8283,51.74578851,"23,22,42,874",cycles,-55.83%
8284,51.74578851,"90,37,87,081",instructions              #    3.89  insn per cycle,-66.47%
8285,51.82096478,"12,861",branch-misses,-59.01%
8286,51.82096478,"21,572",cache-misses,-68.07%
8287,51.82096478,"2,58,82,573",L1-dcache-load-misses,-68.07%
8288,51.82096478,"4,146",L1-icache-load-misses,-68.08%
8289,51.82096478,810,dTLB-load-misses,-68.08%
8290,51.82096478,155,dTLB-store-misses,-72.90%
8291,51.82096478,32,iTLB-load-misses,-42.57%
8292,51.82096478,"3,526",LLC-load-misses,-42.57%
8293,51.82096478,0,LLC-store-misses,-37.74%
8294,51.82096478,"12,713",branch-load-misses,-43.06%
8295,51.82096478,"23,22,46,062",cycles,-48.39%
8296,51.82096478,"90,28,98,033",instructions              #    3.89  insn per cycle,-53.71%
8297,51.89613576,"26,611",branch-misses,-68.69%
8298,51.89613576,"70,451",cache-misses,-79.33%
